growth1 oneseas 3.30.24.1 
Morph	Yr	Seas	SubSeas	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
1	1992	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	54.8563	56.155	57.3615	58.4824	59.5238	60.4912	61.39	62.225	63.0007	63.7214	64.3909	65.0129	65.5908	66.1277	66.6264	67.0898	67.5203	67.9202	68.2917	68.6369	68.9576	69.2555	69.5323	69.7894	70.0283	70.2502	71.9041
1	1992	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	55.5229	56.7746	57.9376	59.018	60.0217	60.9541	61.8204	62.6253	63.373	64.0676	64.7129	65.3125	65.8695	66.3869	66.8677	67.3143	67.7292	68.1147	68.4728	68.8055	69.1146	69.4017	69.6685	69.9163	70.1466	70.3605	71.9546
1	1993	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	56.1654	57.3719	58.4928	59.5341	60.5016	61.4004	62.2354	63.0111	63.7318	64.4013	65.0233	65.6012	66.138	66.6368	67.1002	67.5306	67.9306	68.3021	68.6473	68.968	69.2659	69.5426	69.7998	70.0387	70.2606	71.9254
1	1993	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	56.7846	57.9476	59.028	60.0317	60.9642	61.8305	62.6353	63.383	64.0776	64.7229	65.3225	65.8795	66.3969	66.8777	67.3243	67.7392	68.1247	68.4828	68.8155	69.1246	69.4117	69.6785	69.9263	70.1566	70.3705	71.9751
1	1994	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	57.3815	58.5024	59.5438	60.5112	61.41	62.245	63.0207	63.7414	64.4109	65.033	65.6108	66.1477	66.6464	67.1098	67.5403	67.9402	68.3118	68.6569	68.9776	69.2755	69.5523	69.8094	70.0483	70.2702	71.9443
1	1994	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	57.9569	59.0373	60.041	60.9734	61.8397	62.6446	63.3923	64.0869	64.7322	65.3318	65.8888	66.4062	66.887	67.3336	67.7485	68.134	68.4921	68.8248	69.1339	69.421	69.6878	69.9356	70.1659	70.3798	71.9934
1	1995	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	59.576	58.5114	59.5527	60.5202	61.419	62.254	63.0297	63.7504	64.4199	65.0419	65.6198	66.1567	66.6554	67.1188	67.5492	67.9492	68.3207	68.6659	68.9866	69.2845	69.5612	69.8184	70.0573	70.2792	71.9611
1	1995	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	60.072	59.0459	60.0496	60.9821	61.8484	62.6532	63.4009	64.0955	64.7409	65.3404	65.8974	66.4149	66.8956	67.3422	67.7571	68.1426	68.5007	68.8334	69.1425	69.4296	69.6964	69.9443	70.1745	70.3884	72.0095
1	1996	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	59.576	60.5501	59.5611	60.5285	61.4273	62.2623	63.038	63.7587	64.4282	65.0502	65.6281	66.165	66.6637	67.1271	67.5576	67.9575	68.329	68.6742	68.9949	69.2928	69.5696	69.8267	70.0656	70.2875	71.9758
1	1996	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	60.072	61.0109	60.0576	60.9901	61.8564	62.6612	63.4089	64.1036	64.7489	65.3484	65.9054	66.4229	66.9036	67.3502	67.7651	68.1506	68.5087	68.8414	69.1505	69.4377	69.7044	69.9523	70.1825	70.3964	72.0237
1	1997	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	59.576	60.5501	61.4551	60.5362	61.435	62.27	63.0457	63.7664	64.436	65.058	65.6358	66.1727	66.6715	67.1348	67.5653	67.9652	68.3368	68.6819	69.0026	69.3005	69.5773	69.8344	70.0733	70.2952	71.9886
1	1997	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	60.072	61.0109	61.8832	60.9976	61.8639	62.6687	63.4164	64.111	64.7564	65.3559	65.9129	66.4303	66.9111	67.3577	67.7726	68.1581	68.5162	68.8489	69.158	69.4451	69.7119	69.9597	70.19	70.4039	72.0361
1	1998	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	59.576	60.5501	61.4551	62.2958	61.4422	62.2772	63.0529	63.7736	64.4431	65.0652	65.643	66.1799	66.6786	67.142	67.5725	67.9724	68.344	68.6891	69.0098	69.3077	69.5845	69.8416	70.0805	70.3024	71.9997
1	1998	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	60.072	61.0109	61.8832	62.6936	61.8708	62.6756	63.4233	64.1179	64.7633	65.3628	65.9198	66.4373	66.918	67.3646	67.7795	68.165	68.5231	68.8558	69.1649	69.452	69.7188	69.9667	70.1969	70.4108	72.0468
1	1999	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	59.576	60.5501	61.4551	62.2958	63.0769	62.2839	63.0596	63.7803	64.4498	65.0718	65.6497	66.1866	66.6853	67.1487	67.5792	67.9791	68.3506	68.6958	69.0165	69.3144	69.5912	69.8483	70.0872	70.3091	72.0092
1	1999	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	60.072	61.0109	61.8832	62.6936	63.4464	62.682	63.4297	64.1244	64.7697	65.3692	65.9262	66.4437	66.9244	67.371	67.786	68.1714	68.5295	68.8622	69.1713	69.4585	69.7253	69.9731	70.2033	70.4172	72.0559
1	2000	1	1	21.6597	28.7297	34.8318	37.562	40.0985	42.4549	44.6441	46.678	48.5675	50.3229	51.9537	53.4688	54.8763	56.184	57.3988	58.5274	59.576	60.5501	61.4551	62.2958	63.0769	63.8026	63.0658	63.7865	64.456	65.078	65.6559	66.1928	66.6915	67.1549	67.5854	67.9853	68.3568	68.702	69.0227	69.3206	69.5974	69.8545	70.0934	70.3153	72.017
1	2000	1	2	23.526	30.3405	36.222	38.8536	41.2984	43.5697	45.6798	47.6401	49.4613	51.1533	52.7252	54.1855	55.5422	56.8026	57.9735	59.0614	60.072	61.0109	61.8832	62.6936	63.4464	64.1458	63.4357	64.1303	64.7757	65.3752	65.9322	66.4497	66.9304	67.377	67.7919	68.1774	68.5355	68.8682	69.1773	69.4645	69.7312	69.9791	70.2093	70.4232	72.0635


growth2_gompertz twoseas 3.30.24.1 
Morph	Yr	Seas	SubSeas	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
1	1971	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1971	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1971	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1971	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1972	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1972	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1972	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1972	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1973	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1973	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1973	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1973	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1974	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1974	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1974	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1974	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1975	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1975	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1975	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1975	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1976	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1976	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1976	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1976	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1977	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1977	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1977	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1977	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1978	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1978	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1978	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1978	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1979	1	1	21.6597	28.6813	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1979	1	2	23.5132	30.281	36.1223	41.1638	45.5152	49.2709	52.5123	55.31	57.7247	59.8088	61.6076	63.1601	64.5001	65.6566	66.6548	67.5163	68.2599	68.9017	69.4556	69.9337	70.3464	70.7025	71.0099	71.2752	71.5042	71.7018	71.8724	72.0196	72.1467	72.2564	72.351	72.4327	72.5032	72.5641	72.6166	72.6619	72.7011	72.7349	72.764	72.7892	72.8883
1	1979	2	1	25.2997	31.8229	37.4531	42.3125	46.5066	50.1265	53.2508	55.9474	58.2749	60.2836	62.0174	63.5138	64.8054	65.9201	66.8822	67.7126	68.4293	69.0479	69.5818	70.0427	70.4404	70.7836	71.0799	71.3356	71.5564	71.7468	71.9113	72.0532	72.1756	72.2813	72.3726	72.4513	72.5193	72.578	72.6286	72.6723	72.71	72.7425	72.7706	72.7949	72.8904
1	1979	2	2	27.0216	33.3091	38.7358	43.4196	47.4621	50.9512	53.9626	56.5618	58.8051	60.7413	62.4124	63.8548	65.0996	66.1741	67.1014	67.9018	68.5926	69.1889	69.7035	70.1476	70.531	70.8619	71.1474	71.3939	71.6066	71.7902	71.9487	72.0855	72.2035	72.3054	72.3934	72.4693	72.5348	72.5913	72.6401	72.6822	72.7186	72.75	72.777	72.8004	72.8925
1	1980	1	1	21.6597	28.7297	34.7416	39.9722	44.4867	48.3831	51.7461	54.6487	57.154	59.3162	61.1824	62.7932	64.1834	65.3833	66.4189	67.3127	68.0842	68.75	69.3247	69.8207	70.2488	70.6183	70.9372	71.2125	71.4501	71.6551	71.8321	71.9848	72.1166	72.2304	72.3286	72.4134	72.4866	72.5497	72.6042	72.6512	72.6918	72.7269	72.7571	72.7832	72.886
1	1980	1	2	23.526	30.3405	36.1351	41.1766	45.528	49.2836	52.5251	55.3228	57.7375	59.8216	61.6204	63.1729	64.5129	65.6694	66.6676	67.5291	68.2727	68.9145	69.4684	69.9465	70.3592	70.7153	71.0227	71.288	71.517	71.7146	71.8852	72.0324	72.1595	72.2691	72.3638	72.4455	72.516	72.5769	72.6294	72.6747	72.7139	72.7476	72.7768	72.8019	72.9011
1	1980	2	1	25.3248	28.7297	37.4782	42.3376	46.5317	50.1516	53.2759	55.9725	58.3	60.3088	62.0425	63.5389	64.8305	65.9452	66.9073	67.7377	68.4545	69.073	69.607	70.0678	70.4655	70.8088	71.105	71.3608	71.5815	71.772	71.9364	72.0783	72.2007	72.3065	72.3977	72.4764	72.5444	72.6031	72.6537	72.6974	72.7351	72.7677	72.7958	72.82	72.9155
1	1980	2	2	27.0586	30.3405	38.7728	43.4566	47.4991	50.9882	53.9996	56.5988	58.8421	60.7783	62.4494	63.8918	65.1366	66.2111	67.1384	67.9388	68.6296	69.2259	69.7405	70.1846	70.568	70.8988	71.1844	71.4309	71.6436	71.8272	71.9857	72.1225	72.2405	72.3424	72.4304	72.5063	72.5718	72.6283	72.6771	72.7192	72.7556	72.787	72.814	72.8374	72.9295
1	1981	1	1	21.6597	28.7297	34.8318	40.0206	44.5351	48.4316	51.7946	54.6972	57.2024	59.3646	61.2309	62.8416	64.2318	65.4317	66.4673	67.3611	68.1326	68.7985	69.3732	69.8692	70.2973	70.6668	70.9857	71.2609	71.4985	71.7035	71.8805	72.0333	72.1651	72.2789	72.3771	72.4618	72.535	72.5981	72.6526	72.6997	72.7403	72.7753	72.8056	72.8317	72.8986
1	1981	1	2	23.526	30.3405	36.222	41.2233	45.5747	49.3303	52.5718	55.3695	57.7842	59.8683	61.6671	63.2196	64.5596	65.7161	66.7143	67.5758	68.3194	68.9612	69.5151	69.9932	70.4058	70.762	71.0694	71.3347	71.5637	71.7613	71.9319	72.0791	72.2062	72.3158	72.4105	72.4922	72.5627	72.6236	72.6761	72.7214	72.7606	72.7943	72.8235	72.8486	72.9131
1	1981	2	1	25.3248	28.7297	37.562	42.3826	46.5767	50.1966	53.3209	56.0175	58.345	60.3538	62.0875	63.5839	64.8755	65.9902	66.9523	67.7827	68.4995	69.118	69.652	70.1128	70.5105	70.8538	71.15	71.4058	71.6265	71.817	71.9814	72.1233	72.2457	72.3515	72.4427	72.5214	72.5894	72.6481	72.6987	72.7424	72.7801	72.8127	72.8408	72.865	72.9272
1	1981	2	2	27.0586	30.3405	38.8536	43.4999	47.5425	51.0316	54.043	56.6422	58.8855	60.8217	62.4928	63.9351	65.18	66.2544	67.1818	67.9822	68.673	69.2692	69.7838	70.228	70.6114	70.9422	71.2278	71.4743	71.687	71.8706	72.0291	72.1659	72.2839	72.3858	72.4737	72.5496	72.6151	72.6717	72.7205	72.7626	72.799	72.8303	72.8574	72.8808	72.9407
1	1982	1	1	21.6597	28.7297	34.8318	40.0985	44.5769	48.4734	51.8364	54.739	57.2442	59.4064	61.2727	62.8834	64.2736	65.4735	66.5091	67.403	68.1744	68.8403	69.415	69.911	70.3391	70.7086	71.0275	71.3027	71.5403	71.7453	71.9223	72.0751	72.2069	72.3207	72.4189	72.5036	72.5768	72.6399	72.6944	72.7415	72.7821	72.8171	72.8474	72.8735	72.9249
1	1982	1	2	23.526	30.3405	36.222	41.2984	45.615	49.3706	52.6121	55.4098	57.8245	59.9086	61.7074	63.2599	64.5999	65.7564	66.7546	67.6161	68.3597	69.0015	69.5554	70.0335	70.4461	70.8023	71.1097	71.375	71.604	71.8016	71.9722	72.1194	72.2465	72.3561	72.4508	72.5325	72.603	72.6639	72.7164	72.7617	72.8009	72.8346	72.8638	72.8889	72.9385
1	1982	2	1	25.3248	28.7297	37.562	42.4549	46.6155	50.2354	53.3598	56.0564	58.3838	60.3926	62.1264	63.6228	64.9143	66.0291	66.9912	67.8216	68.5383	69.1569	69.6908	70.1516	70.5493	70.8926	71.1889	71.4446	71.6653	71.8558	72.0202	72.1621	72.2846	72.3903	72.4815	72.5603	72.6282	72.6869	72.7375	72.7812	72.8189	72.8515	72.8796	72.9038	72.9516
